dataset,model,state,mean,mean_CI95,var,var_CI95,param1,param1_CI95,param2,param2_CI95,param3,param3_CI95
onset-to-diagnosis-pcr,Log-normal,SP,10.79,"(10.72, 10.86)",82.07,"(80.2, 83.95)",2.11,"(2.11, 2.12)",0.73,"(0.73, 0.73)",,
onset-to-diagnosis-pcr,Log-normal,TO,8.04,"(7.58, 8.53)",33.46,"(26.81, 41.71)",1.88,"(1.82, 1.93)",0.64,"(0.61, 0.68)",,
onset-to-diagnosis-pcr,Log-normal,Brazil,11.44,"(11.39, 11.48)",86.59,"(85.37, 87.83)",2.18,"(2.18, 2.19)",0.71,"(0.71, 0.72)",,
onset-to-diagnosis-pcr,Gen. Gamma,AC,11.67,"(11.0, 12.36)",41.9,"(34.96, 50.14)",4.25,"(3.37, 5.7)",3.1,"(2.65, 3.57)",1.05,"(1.0, 1.17)"
onset-to-diagnosis-pcr,Gen. Gamma,AL,13.84,"(13.38, 14.33)",78.0,"(70.47, 86.6)",6.96,"(5.65, 9.03)",2.29,"(2.08, 2.5)",1.08,"(1.0, 1.2)"
onset-to-diagnosis-pcr,Gen. Gamma,AM,13.65,"(13.42, 13.89)",63.99,"(60.73, 67.57)",6.89,"(5.56, 8.25)",2.56,"(2.39, 2.75)",1.14,"(1.05, 1.23)"
onset-to-diagnosis-pcr,Gen. Gamma,AP,13.58,"(12.36, 14.97)",81.64,"(63.54, 105.26)",6.76,"(5.35, 8.83)",2.19,"(1.83, 2.58)",1.04,"(1.0, 1.15)"
onset-to-diagnosis-pcr,Gen. Gamma,BA,9.51,"(9.35, 9.67)",37.71,"(35.79, 39.64)",4.02,"(3.83, 4.22)",2.39,"(2.3, 2.48)",1.0,"(1.0, 1.02)"
onset-to-diagnosis-pcr,Gen. Gamma,CE,14.07,"(13.89, 14.27)",73.9,"(70.87, 77.11)",6.72,"(5.6, 7.95)",2.47,"(2.33, 2.61)",1.09,"(1.02, 1.16)"
onset-to-diagnosis-pcr,Gen. Gamma,DF,8.77,"(8.55, 8.99)",37.2,"(34.59, 39.93)",4.66,"(4.19, 5.42)",2.0,"(1.88, 2.12)",1.03,"(1.0, 1.1)"
onset-to-diagnosis-pcr,Gen. Gamma,ES,10.41,"(10.12, 10.73)",39.96,"(36.77, 43.59)",7.05,"(5.3, 8.75)",2.18,"(1.97, 2.41)",1.26,"(1.11, 1.42)"
onset-to-diagnosis-pcr,Gen. Gamma,GO,9.24,"(9.01, 9.48)",28.28,"(26.26, 30.48)",3.17,"(2.93, 3.49)",2.99,"(2.81, 3.17)",1.01,"(1.0, 1.04)"
onset-to-diagnosis-pcr,Gen. Gamma,MA,14.14,"(13.76, 14.54)",65.31,"(59.89, 71.18)",4.8,"(4.4, 5.35)",3.03,"(2.82, 3.24)",1.01,"(1.0, 1.04)"
onset-to-diagnosis-pcr,Gen. Gamma,MG,9.8,"(9.65, 9.96)",32.15,"(30.61, 33.8)",3.37,"(3.19, 3.62)",2.97,"(2.85, 3.08)",1.01,"(1.0, 1.03)"
onset-to-diagnosis-pcr,Gen. Gamma,MS,8.67,"(8.37, 8.98)",18.78,"(16.76, 21.15)",2.51,"(2.08, 3.3)",3.85,"(3.42, 4.24)",1.04,"(1.0, 1.14)"
onset-to-diagnosis-pcr,Gen. Gamma,MT,9.45,"(9.33, 9.57)",18.84,"(17.96, 19.72)",3.24,"(2.61, 3.91)",4.1,"(3.82, 4.39)",1.16,"(1.08, 1.25)"
onset-to-diagnosis-pcr,Gen. Gamma,PA,12.4,"(12.26, 12.54)",36.58,"(35.21, 38.03)",3.01,"(2.89, 3.19)",4.18,"(4.05, 4.31)",1.01,"(1.0, 1.02)"
onset-to-diagnosis-pcr,Gen. Gamma,PB,11.99,"(11.7, 12.28)",35.27,"(32.47, 38.29)",3.16,"(2.84, 3.72)",4.0,"(3.7, 4.29)",1.02,"(1.0, 1.07)"
onset-to-diagnosis-pcr,Gen. Gamma,PE,11.06,"(10.93, 11.2)",48.23,"(46.52, 50.03)",4.39,"(4.26, 4.54)",2.53,"(2.46, 2.6)",1.0,"(1.0, 1.01)"
onset-to-diagnosis-pcr,Gen. Gamma,PI,9.98,"(9.76, 10.21)",29.42,"(27.45, 31.46)",3.03,"(2.82, 3.3)",3.36,"(3.17, 3.56)",1.01,"(1.0, 1.03)"
onset-to-diagnosis-pcr,Gen. Gamma,PR,9.58,"(9.42, 9.75)",26.3,"(24.87, 27.78)",2.93,"(2.69, 3.4)",3.43,"(3.24, 3.6)",1.02,"(1.0, 1.07)"
onset-to-diagnosis-pcr,Gen. Gamma,RJ,13.23,"(13.12, 13.34)",70.51,"(68.7, 72.34)",7.04,"(6.35, 7.76)",2.26,"(2.18, 2.34)",1.1,"(1.06, 1.15)"
onset-to-diagnosis-pcr,Gen. Gamma,RN,9.74,"(9.43, 10.04)",34.03,"(31.15, 37.13)",3.61,"(3.33, 3.98)",2.76,"(2.58, 2.94)",1.01,"(1.0, 1.04)"
onset-to-diagnosis-pcr,Gen. Gamma,RO,9.23,"(8.71, 9.76)",36.6,"(31.25, 42.95)",4.3,"(3.66, 5.28)",2.27,"(2.0, 2.57)",1.03,"(1.0, 1.1)"
onset-to-diagnosis-pcr,Gen. Gamma,RR,5.98,"(5.49, 6.5)",13.05,"(10.33, 16.59)",2.58,"(1.96, 3.58)",2.63,"(2.16, 3.12)",1.06,"(1.0, 1.19)"
onset-to-diagnosis-pcr,Gen. Gamma,RS,8.03,"(7.88, 8.19)",25.94,"(24.54, 27.42)",3.35,"(3.15, 3.67)",2.46,"(2.35, 2.56)",1.01,"(1.0, 1.04)"
onset-to-diagnosis-pcr,Gen. Gamma,SC,9.69,"(9.41, 9.97)",32.03,"(29.36, 34.77)",3.85,"(3.26, 4.87)",2.8,"(2.55, 3.03)",1.05,"(1.0, 1.15)"
onset-to-diagnosis-pcr,Gen. Gamma,SE,9.84,"(9.42, 10.28)",53.79,"(47.98, 60.39)",5.64,"(5.13, 6.29)",1.78,"(1.64, 1.92)",1.01,"(1.0, 1.04)"
onset-to-diagnosis-pcr,Gen. Gamma,SP,10.42,"(10.36, 10.47)",46.88,"(46.21, 47.54)",4.51,"(4.46, 4.56)",2.31,"(2.29, 2.34)",1.0,"(1.0, 1.0)"
onset-to-diagnosis-pcr,Gen. Gamma,TO,7.8,"(7.41, 8.19)",20.86,"(18.09, 24.19)",3.04,"(2.52, 3.93)",2.81,"(2.48, 3.16)",1.04,"(1.0, 1.14)"
onset-to-diagnosis-pcr,Gen. Gamma,Brazil,11.04,"(11.0, 11.08)",52.24,"(51.7, 52.8)",2.25,"(2.09, 2.42)",2.88,"(2.84, 2.93)",0.81,"(0.8, 0.83)"
onset-to-diagnosis-pcr,Gen. Log-normal,AC,12.54,"(11.82, 13.32)",137.72,"(70.75, 288.4)",2.34,"(2.3, 2.38)",0.25,"(0.21, 0.31)",1.09,"(1.01, 1.21)"
onset-to-diagnosis-pcr,Gen. Log-normal,AL,15.64,"(14.96, 16.45)",521.7,"(289.54, 1079.62)",2.45,"(2.42, 2.49)",0.36,"(0.31, 0.41)",1.17,"(1.09, 1.26)"
onset-to-diagnosis-pcr,Gen. Log-normal,AM,16.01,"(15.65, 16.37)",519.78,"(324.74, 854.52)",2.52,"(2.51, 2.53)",0.27,"(0.25, 0.3)",1.06,"(1.01, 1.11)"
onset-to-diagnosis-pcr,Gen. Log-normal,AP,15.7,"(13.61, 18.44)",810.69,"(192.32, 3465.54)",2.41,"(2.31, 2.51)",0.41,"(0.33, 0.49)",1.21,"(1.08, 1.36)"
onset-to-diagnosis-pcr,Gen. Log-normal,BA,10.44,"(10.15, 10.76)",114.89,"(94.59, 142.14)",2.09,"(2.06, 2.11)",0.42,"(0.39, 0.46)",1.31,"(1.25, 1.38)"
onset-to-diagnosis-pcr,Gen. Log-normal,CE,15.72,"(15.38, 16.08)",303.34,"(250.82, 371.43)",2.5,"(2.48, 2.51)",0.37,"(0.34, 0.39)",1.21,"(1.17, 1.26)"
onset-to-diagnosis-pcr,Gen. Log-normal,DF,11.14,"(10.73, 11.62)",,,2.02,"(2.01, 2.03)",0.31,"(0.29, 0.35)",1.04,"(1.0, 1.09)"
onset-to-diagnosis-pcr,Gen. Log-normal,ES,12.68,"(12.17, 13.21)",424.44,"(213.66, 913.07)",2.25,"(2.22, 2.26)",0.32,"(0.28, 0.37)",1.11,"(1.04, 1.19)"
onset-to-diagnosis-pcr,Gen. Log-normal,GO,9.92,"(9.54, 10.32)",70.57,"(54.08, 94.86)",2.1,"(2.06, 2.13)",0.34,"(0.3, 0.38)",1.25,"(1.16, 1.33)"
onset-to-diagnosis-pcr,Gen. Log-normal,MA,15.16,"(14.72, 15.59)",221.0,"(145.12, 361.24)",2.52,"(2.5, 2.54)",0.26,"(0.22, 0.3)",1.09,"(1.02, 1.17)"
onset-to-diagnosis-pcr,Gen. Log-normal,MG,10.63,"(10.44, 10.86)",115.7,"(90.87, 152.93)",2.15,"(2.14, 2.17)",0.29,"(0.26, 0.31)",1.12,"(1.07, 1.18)"
onset-to-diagnosis-pcr,Gen. Log-normal,MS,9.13,"(8.71, 9.6)",35.85,"(26.68, 49.72)",2.07,"(2.03, 2.11)",0.29,"(0.25, 0.34)",1.25,"(1.14, 1.37)"
onset-to-diagnosis-pcr,Gen. Log-normal,MT,9.7,"(9.61, 9.83)",45.58,"(39.68, 52.43)",2.14,"(2.14, 2.15)",0.18,"(0.17, 0.19)",1.01,"(1.0, 1.03)"
onset-to-diagnosis-pcr,Gen. Log-normal,PA,12.84,"(12.65, 13.04)",62.74,"(57.13, 69.47)",2.42,"(2.4, 2.43)",0.3,"(0.28, 0.32)",1.28,"(1.23, 1.34)"
onset-to-diagnosis-pcr,Gen. Log-normal,PB,12.33,"(12.01, 12.7)",59.95,"(50.01, 73.12)",2.37,"(2.35, 2.4)",0.31,"(0.28, 0.35)",1.31,"(1.22, 1.41)"
onset-to-diagnosis-pcr,Gen. Log-normal,PE,12.1,"(11.94, 12.25)",151.24,"(129.43, 177.77)",2.25,"(2.24, 2.26)",0.37,"(0.35, 0.4)",1.24,"(1.2, 1.29)"
onset-to-diagnosis-pcr,Gen. Log-normal,PI,10.37,"(10.1, 10.66)",58.18,"(48.15, 71.74)",2.17,"(2.15, 2.19)",0.32,"(0.29, 0.36)",1.26,"(1.19, 1.35)"
onset-to-diagnosis-pcr,Gen. Log-normal,PR,10.18,"(10.02, 10.35)",60.32,"(51.2, 72.27)",2.15,"(2.14, 2.16)",0.32,"(0.29, 0.35)",1.25,"(1.18, 1.31)"
onset-to-diagnosis-pcr,Gen. Log-normal,RJ,15.47,"(15.31, 15.66)",474.95,"(396.07, 579.56)",2.45,"(2.44, 2.45)",0.35,"(0.34, 0.37)",1.16,"(1.13, 1.18)"
onset-to-diagnosis-pcr,Gen. Log-normal,RN,10.62,"(10.3, 10.99)",117.6,"(79.34, 196.25)",2.14,"(2.12, 2.16)",0.31,"(0.27, 0.36)",1.16,"(1.07, 1.26)"
onset-to-diagnosis-pcr,Gen. Log-normal,RO,10.28,"(9.57, 11.21)",209.6,"(92.87, 580.58)",2.04,"(2.0, 2.11)",0.36,"(0.3, 0.43)",1.18,"(1.06, 1.3)"
onset-to-diagnosis-pcr,Gen. Log-normal,RR,6.44,"(5.73, 7.25)",44.4,"(20.05, 107.07)",1.63,"(1.53, 1.72)",0.35,"(0.29, 0.42)",1.23,"(1.1, 1.38)"
onset-to-diagnosis-pcr,Gen. Log-normal,RS,9.27,"(8.91, 9.66)",122.47,"(88.33, 180.32)",1.96,"(1.93, 1.99)",0.37,"(0.33, 0.4)",1.2,"(1.14, 1.27)"
onset-to-diagnosis-pcr,Gen. Log-normal,SC,10.83,"(10.5, 11.25)",130.09,"(89.17, 203.95)",2.15,"(2.13, 2.18)",0.32,"(0.28, 0.36)",1.16,"(1.08, 1.25)"
onset-to-diagnosis-pcr,Gen. Log-normal,SE,11.16,"(10.5, 11.97)",480.64,"(203.54, 1363.69)",2.03,"(2.0, 2.07)",0.44,"(0.38, 0.5)",1.22,"(1.12, 1.32)"
onset-to-diagnosis-pcr,Gen. Log-normal,SP,11.6,"(11.5, 11.7)",209.38,"(193.26, 228.56)",2.16,"(2.16, 2.17)",0.38,"(0.37, 0.39)",1.21,"(1.19, 1.23)"
onset-to-diagnosis-pcr,Gen. Log-normal,TO,8.55,"(7.98, 9.28)",75.05,"(42.61, 149.32)",1.93,"(1.87, 2.0)",0.31,"(0.25, 0.37)",1.17,"(1.06, 1.29)"
onset-to-diagnosis-pcr,Gen. Log-normal,Brazil,12.51,"(12.47, 12.55)",252.3,"(236.41, 269.57)",2.25,"(2.25, 2.25)",0.35,"(0.34, 0.35)",1.16,"(1.15, 1.18)"
